Agency,Region,lake,LFENZID,Hydrological Year,TLI,MixingPattern,GeomorphicType
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2010,1.5,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2011,1.5,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2011,1.5,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2012,2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2012,2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2013,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2013,2.2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2014,2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2014,2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2015,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2015,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2016,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2016,1.6,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2017,1.8,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2017,1.8,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2017,2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2017,2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2018,1.1,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2018,1.1,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2018,1.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2018,1.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2019,0.66,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2019,0.66,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2019,1.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2019,1.3,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2020,1.4,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2020,1.4,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2021,1.2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2021,1.2,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea South Open Water 10m,54736,2022,1.4,Stratified,Glacial
Otago Regional Council,otago,Lake Hawea Outflow at Dam,54736,2022,1.4,Stratified,Glacial
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2008,2.4,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2009,2.5,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2010,2.5,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2011,2.5,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2012,2.7,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2013,2.2,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2014,2.3,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2015,2,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2016,2.2,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2017,2.5,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2018,2.1,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2019,2,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2020,2.1,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2021,2.1,Polymictic,Dam
Otago Regional Council,otago,Lake Dunstan at Dead Mans Point,54737,2022,2,Polymictic,Dam
Taranaki Regional Council,taranaki,Lake Ngangana,-23,2021,4.3,NA,NA
Taranaki Regional Council,taranaki,Lake Ngangana,-23,2022,3.9,NA,NA
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2008,3.8,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2008,3.8,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2008,3.8,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2008,4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2008,4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2008,4,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2009,4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2009,4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2009,4,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2009,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2009,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2009,4.1,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2010,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2010,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2010,4.1,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2010,4.3,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2010,4.3,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2010,4.3,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2011,4.3,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2011,4.3,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2011,4.3,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2011,4.5,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2011,4.5,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2011,4.5,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2012,4.2,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2012,4.2,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2012,4.2,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2012,4.4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2012,4.4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2012,4.4,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2013,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2013,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2013,4.1,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2013,4.3,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2013,4.3,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2013,4.3,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2014,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2014,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2014,4.1,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2014,4.4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2014,4.4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2014,4.4,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2015,4.5,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2015,4.5,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2015,4.5,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2015,4.6,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2015,4.6,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2015,4.6,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2016,4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2016,4,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2016,4,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2016,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2016,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2016,4.1,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2017,4.2,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2017,4.2,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2017,4.2,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2017,4.5,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2017,4.5,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2017,4.5,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2018,4.3,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2018,4.3,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2018,4.3,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2018,4.7,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2018,4.7,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2018,4.7,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2019,3.7,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2019,3.7,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2019,3.7,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2019,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2019,4.1,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2019,4.1,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2020,3.8,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2020,3.8,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2020,3.8,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2020,4.2,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2020,4.2,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2020,4.2,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2021,3.9,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2021,3.9,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2021,3.9,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2022,4.6,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2022,4.6,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2022,4.6,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L2 (Tangahoe Valley Rd),7506,2022,4.9,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi L3 (Dam),7506,2022,4.9,Stratified,Dam
Taranaki Regional Council,taranaki,Lake Rotorangi,7506,2022,4.9,NA,Dam
Taranaki Regional Council,taranaki,Lake Rotokare,7512,2018,5.5,NA,Volcanic
Taranaki Regional Council,taranaki,Lake Rotokare,7512,2019,4.3,NA,Volcanic
Taranaki Regional Council,taranaki,Lake Rotokare,7512,2020,3.6,NA,Volcanic
Taranaki Regional Council,taranaki,Lake Rotokare,7512,2022,5,NA,Volcanic
Waikato Regional Council,waikato,Lake Parkinson (Kohahuake) at Whiriwhiri Rd,0,2016,5.2,NA,Dune
Waikato Regional Council,waikato,Lake Otamanui at Te Otamanui Deepest Point,0,2020,5,NA,Riverine
Waikato Regional Council,waikato,Lake Parkinson (Kohahuake) at Whiriwhiri Rd,0,2020,5.1,NA,Dune
Waikato Regional Council,waikato,Lake Otamanui at Te Otamanui Deepest Point,0,2021,5.3,NA,Riverine
Waikato Regional Council,waikato,Lake Parkinson (Kohahuake) at Whiriwhiri Rd,0,2021,5.6,NA,Dune
Waikato Regional Council,waikato,Lake Otamanui at Te Otamanui Deepest Point,0,2022,5.2,NA,Riverine
Waikato Regional Council,waikato,Lake Parkinson (Kohahuake) at Whiriwhiri Rd,0,2022,5.4,NA,Dune
Waikato Regional Council,waikato,Lake Parangi at Centre (Surface),12591,2008,5.8,NA,Dune
Waikato Regional Council,waikato,Lake Parangi at Centre (Surface),12591,2020,5.3,NA,Dune
Waikato Regional Council,waikato,Lake Parangi at Centre (Surface),12591,2021,5.3,NA,Dune
Waikato Regional Council,waikato,Lake Parangi at Centre (Surface),12591,2022,5.9,NA,Dune
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2008,3.6,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2009,3.7,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2010,3.8,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2011,4,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2012,3.4,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2013,3.3,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2014,3.3,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2015,3.8,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2016,4.2,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2017,4,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2018,3.9,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2019,3.6,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2020,3.6,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2021,3.4,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Harihari at Harihari A (Surface),12830,2022,3.5,Stratified,Aeolian
Waikato Regional Council,waikato,Lake Rotoroa at Taharoa Area South of Kawhia,12872,2014,5.1,NA,Dune
Waikato Regional Council,waikato,Lake Rotoroa at Taharoa Area South of Kawhia,12872,2020,5.6,NA,Dune
Waikato Regional Council,waikato,Lake Rotoroa at Taharoa Area South of Kawhia,12872,2021,5.4,NA,Dune
Waikato Regional Council,waikato,Lake Rotoroa at Taharoa Area South of Kawhia,12872,2022,5.2,NA,Dune
Waikato Regional Council,waikato,Lake Numiti at Taharoa Area South of Kawhia,12873,2014,5.2,NA,Dune
Waikato Regional Council,waikato,Lake Numiti at Taharoa Area South of Kawhia,12873,2020,5.6,NA,Dune
Waikato Regional Council,waikato,Lake Numiti at Taharoa Area South of Kawhia,12873,2021,5,NA,Dune
Waikato Regional Council,waikato,Lake Numiti at Taharoa Area South of Kawhia,12873,2022,5.1,NA,Dune
Waikato Regional Council,waikato,Lake Tutaeinanga at Deepest point,14071,2020,6,NA,Volcanic
Waikato Regional Council,waikato,Lake Tutaeinanga at Deepest point,14071,2021,5.7,NA,Volcanic
Waikato Regional Council,waikato,Lake Tutaeinanga at Deepest point,14071,2022,6,NA,Volcanic
Waikato Regional Council,waikato,Lake Ngahewa at Centre (surface),14208,2008,5.7,NA,Volcanic
Waikato Regional Council,waikato,Lake Ngahewa at Centre (surface),14208,2009,6.2,NA,Volcanic
Waikato Regional Council,waikato,Lake Ngahewa at Centre (surface),14208,2010,6.1,NA,Volcanic
Waikato Regional Council,waikato,Lake Ngahewa at Centre (surface),14208,2020,5.7,NA,Volcanic
Waikato Regional Council,waikato,Lake Ngahewa at Centre (surface),14208,2021,5.6,NA,Volcanic
Waikato Regional Council,waikato,Lake Ngahewa at Centre (surface),14208,2022,5.6,NA,Volcanic
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2013,6.3,Stratified,Riverine
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2014,6.1,Stratified,Riverine
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2015,5.9,Stratified,Riverine
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2016,5.9,Stratified,Riverine
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2017,6.2,Stratified,Riverine
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2018,6,Stratified,Riverine
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2019,5.8,Stratified,Riverine
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2020,5.7,Stratified,Riverine
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2021,5.9,Stratified,Riverine
Waikato Regional Council,waikato,Lake Mangakaware at Lake Centre,14405,2022,6,Stratified,Riverine
Waikato Regional Council,waikato,Lake Ngaroto at Monitoring Buoy,14406,2020,6.1,NA,Peat
Waikato Regional Council,waikato,Lake Ngaroto at Monitoring Buoy,14406,2021,6.3,NA,Peat
Waikato Regional Council,waikato,Lake Ngaroto at Monitoring Buoy,14406,2022,6.4,NA,Peat
Waikato Regional Council,waikato,Lake Mangahia at Buoy At Deepest Basin,14418,2021,6.2,NA,Peat
Waikato Regional Council,waikato,Lake Mangahia at Buoy At Deepest Basin,14418,2022,6.9,NA,Peat
